customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00491,Female,0,No,Yes,51,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,No internet service,One year,No,Mailed check,46.78,2390.31,No
CUST-00492,Female,0,Yes,No,33,Yes,Yes,DSL,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,57.36,1881.18,No
CUST-00493,Male,0,Yes,No,48,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.06,854.99,No
CUST-00494,Male,0,Yes,Yes,27,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.13,1779.54,No
CUST-00495,Male,1,No,No,12,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),67.14,810.33,Yes
CUST-00496,Female,0,No,No,68,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No,One year,No,Credit card (automatic),105.18,7164.34,No
CUST-00497,Female,1,No,No,66,Yes,Yes,No,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),63.3,4192.72,No
CUST-00498,Male,0,No,No,60,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,Two year,No,Bank transfer (automatic),54.72,3273.92,No
CUST-00499,Male,0,Yes,No,59,Yes,Yes,DSL,Yes,Yes,No,No,No,No internet service,Two year,Yes,Mailed check,118.47,7007.16,No
CUST-00500,Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,One year,No,Bank transfer (automatic),75.69,5287.52,No
CUST-00501,Male,0,No,Yes,23,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,65.73,1519.08,No
CUST-00502,Female,0,No,No,62,No,No,No,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),68.09,4220.42,No
CUST-00503,Male,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,99.73,5991.03,No
CUST-00504,Female,0,Yes,No,22,Yes,No,DSL,No,No internet service,No internet service,No,Yes,Yes,One year,Yes,Mailed check,52.41,1150.91,No
CUST-00505,Female,1,Yes,No,29,Yes,Yes,DSL,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),57.31,1667.48,Yes
CUST-00506,Male,0,Yes,No,59,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),94.34,5579.68,No
CUST-00507,Female,0,No,Yes,17,Yes,Yes,No,No,No internet service,No internet service,No,Yes,No internet service,Two year,No,Bank transfer (automatic),25.37,442.49,No
CUST-00508,Female,1,Yes,No,55,Yes,Yes,DSL,No internet service,No internet service,No,No,No internet service,Yes,Two year,No,Credit card (automatic),105.38,5795.28,No
CUST-00509,Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,61.45,3185.86,No
CUST-00510,Female,0,No,No,6,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,No,One year,Yes,Electronic check,76.71,457.28,No
CUST-00511,Female,0,Yes,No,68,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),94.51,6431.12,No
CUST-00512,Male,0,Yes,No,71,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,44.87,3192.29,No
CUST-00513,Male,0,No,No,51,Yes,Yes,No,No internet service,No,Yes,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),107.92,5514.62,No
CUST-00514,Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),116.9,343.39,Yes
CUST-00515,Male,0,No,No,33,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),67.92,2232.04,Yes
CUST-00516,Male,0,Yes,No,68,Yes,No,DSL,No,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,112.63,7648.64,No
CUST-00517,Female,0,No,No,32,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,No,Two year,Yes,Electronic check,18.11,577.55,No
CUST-00518,Male,0,No,No,68,Yes,Yes,DSL,No,No internet service,Yes,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),108.32,7367.9,No
CUST-00519,Male,0,No,No,37,No,No,DSL,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.42,1832.24,Yes
CUST-00520,Female,0,Yes,Yes,25,Yes,Yes,No,No,No,Yes,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),49.46,1222.36,No
CUST-00521,Female,0,No,Yes,0,No,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),41.04, ,No
CUST-00522,Female,0,No,Yes,3,Yes,No,DSL,No internet service,No,No,No internet service,No,No,Two year,Yes,Electronic check,50.02,143.03,No
CUST-00523,Male,0,Yes,No,38,Yes,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),39.56,1520.86,No
CUST-00524,Male,1,No,No,53,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,Two year,No,Mailed check,109.49,5799.16,No
CUST-00525,Male,0,No,No,32,Yes,No,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),108.8,3466.83,No
CUST-00526,Female,0,No,Yes,32,No,No,DSL,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),28.32,910.05,No
CUST-00527,Male,1,No,Yes,71,No,No,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,32.43,2301.44,Yes
CUST-00528,Female,1,Yes,No,19,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,105.06,1984.39,Yes
CUST-00529,Female,0,No,No,15,Yes,Yes,No,No internet service,No,No,No,No internet service,Yes,Two year,No,Mailed check,58.29,869.61,No
CUST-00530,Female,1,No,No,20,No,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Electronic check,35.1,698.59,No
CUST-00531,Female,0,No,No,44,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,69.58,3060.29,No
CUST-00532,Female,0,Yes,No,61,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),60.08,3674.18,No
CUST-00533,Female,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No,One year,No,Credit card (automatic),40.14,1209.81,No
CUST-00534,Male,0,No,No,41,Yes,No,No,No internet service,No internet service,Yes,Yes,No internet service,No,One year,Yes,Electronic check,90.8,3724.05,No
CUST-00535,Female,0,No,No,11,Yes,Yes,No,No internet service,No,No internet service,No internet service,No,No,Two year,Yes,Electronic check,81.76,909.22,No
CUST-00536,Male,0,Yes,No,64,Yes,No,No,No internet service,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Electronic check,28.07,1792.38,No
CUST-00537,Female,1,No,Yes,72,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),111.46,8017.87,No
CUST-00538,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,74.41,151.91,Yes
CUST-00539,Female,0,No,No,8,No,No,Fiber optic,No internet service,No,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),43.27,348.48,Yes
CUST-00540,Female,0,Yes,No,50,Yes,Yes,DSL,Yes,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),38.84,1927.24,No
CUST-00541,Female,1,No,No,15,Yes,No phone service,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),31.73,490.88,No
CUST-00542,Female,0,No,No,2,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),60.89,111.59,Yes
CUST-00543,Female,0,Yes,No,23,No,No,DSL,No internet service,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),31.69,734.16,No
CUST-00544,Male,0,No,No,72,Yes,No,Fiber optic,No,No,No,Yes,No,No internet service,One year,Yes,Electronic check,60.0,4325.53,No
CUST-00545,Female,0,Yes,No,12,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,33.03,365.49,No
CUST-00546,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),84.34,86.61,Yes
CUST-00547,Female,0,No,No,70,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,97.31,6828.07,No
CUST-00548,Female,0,Yes,Yes,20,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),73.5,1462.9,Yes
CUST-00549,Male,0,Yes,Yes,18,Yes,No,DSL,No,No,Yes,No,No internet service,Yes,One year,No,Credit card (automatic),86.69,1541.44,No
CUST-00550,Male,1,Yes,Yes,46,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,112.78,5186.71,No
CUST-00551,Female,1,No,No,21,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),82.48,1736.74,No
CUST-00552,Male,0,No,No,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),54.78,1752.09,No
CUST-00553,Female,0,No,No,31,No,Yes,No,Yes,No,No,No,No,Yes,One year,No,Mailed check,63.4,1955.9,No
CUST-00554,Male,0,No,Yes,63,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,104.91,6599.03,No
CUST-00555,Male,0,No,Yes,38,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),31.2,1169.38,No
CUST-00556,Male,0,No,No,71,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.9,3595.15,No
CUST-00557,Male,0,Yes,Yes,41,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),76.31,3125.28,Yes
CUST-00558,Male,0,No,No,8,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),86.32,694.8,No
CUST-00559,Female,1,Yes,No,24,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),95.11,2284.23,No
CUST-00560,Male,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,50.14,52.65,No
CUST-00561,Male,1,Yes,No,18,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,32.73,595.46,No
CUST-00562,Male,0,Yes,No,19,Yes,No,No,No,No internet service,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),114.44,2187.44,No
CUST-00563,Female,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,25.72,1774.96,No
CUST-00564,Female,0,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),27.68,446.33,Yes
CUST-00565,Male,1,No,No,67,Yes,No,No,No internet service,Yes,Yes,No,No,No,One year,No,Mailed check,67.99,4558.84,No
CUST-00566,Female,0,Yes,No,2,Yes,No phone service,DSL,Yes,No,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),100.75,202.97,No
CUST-00567,Female,0,Yes,Yes,50,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),96.22,4811.19,No
CUST-00568,Female,0,Yes,No,25,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Two year,No,Mailed check,112.71,2818.75,No
CUST-00569,Male,0,Yes,Yes,55,Yes,No phone service,No,No,No,No,No,No,No internet service,Month-to-month,No,Mailed check,32.3,1792.12,Yes
CUST-00570,Male,0,Yes,No,63,Yes,No,No,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),55.95,3539.17,No
CUST-00571,Female,0,Yes,Yes,7,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),46.5,308.43,No
CUST-00572,Female,0,Yes,No,36,Yes,Yes,DSL,No,No internet service,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),104.95,3780.39,No
CUST-00573,Male,0,No,Yes,26,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,67.32,1750.39,No
CUST-00574,Male,0,No,No,44,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),20.71,923.84,No
CUST-00575,Female,1,No,Yes,3,No,No,Fiber optic,No,Yes,No,No,No internet service,No internet service,Two year,No,Mailed check,89.5,268.14,No
CUST-00576,Male,0,No,No,36,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Electronic check,57.26,2063.87,No
CUST-00577,Female,1,Yes,No,70,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No internet service,No,Two year,Yes,Electronic check,71.65,5009.0,No
CUST-00578,Male,0,Yes,No,32,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,108.27,3472.77,No
CUST-00579,Male,0,No,Yes,30,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),43.93,1305.46,No
CUST-00580,Male,0,No,No,54,Yes,Yes,No,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),42.27,2279.53,Yes
CUST-00581,Male,0,Yes,No,11,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,No,Two year,No,Mailed check,44.58,479.84,No
CUST-00582,Female,1,No,No,10,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,No,Mailed check,52.15,518.49,Yes
CUST-00583,Male,1,Yes,No,71,Yes,Yes,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),28.84,2042.15,Yes
CUST-00584,Male,0,No,No,31,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),88.42,2749.39,No
CUST-00585,Male,0,Yes,No,56,No,Yes,DSL,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,38.95,2179.01,No
CUST-00586,Male,0,No,No,37,Yes,No,DSL,No internet service,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,111.54,4141.9,No
CUST-00587,Male,0,No,No,59,Yes,No,No,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),39.78,2344.61,Yes
CUST-00588,Female,0,No,No,18,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),43.82,777.93,Yes
CUST-00589,Female,0,Yes,No,55,Yes,No,No,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),48.0,2637.57,Yes
CUST-00590,Male,0,No,Yes,13,Yes,No,DSL,No,No,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),95.62,1247.83,Yes
CUST-00591,Female,0,No,No,32,No,No,DSL,Yes,No,Yes,No,No internet service,Yes,One year,Yes,Credit card (automatic),61.19,1974.95,No
CUST-00592,Male,0,Yes,No,9,Yes,Yes,DSL,No,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),100.75,900.3,No
CUST-00593,Female,0,Yes,Yes,63,Yes,No,DSL,No internet service,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,97.27,6144.6,No
CUST-00594,Male,0,No,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,Two year,Yes,Electronic check,111.88,7046.54,No
CUST-00595,Male,0,Yes,Yes,61,Yes,No phone service,No,No internet service,No,No,Yes,No,No,Month-to-month,No,Mailed check,94.42,5755.17,No
CUST-00596,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,No internet service,One year,No,Credit card (automatic),23.24,1564.84,No
CUST-00597,Male,0,Yes,No,42,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),102.57,4322.17,No
CUST-00598,Male,0,No,No,58,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,112.75,6545.07,No
CUST-00599,Male,0,Yes,Yes,51,Yes,Yes,No,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),118.36,6022.21,Yes
CUST-00600,Male,0,No,Yes,18,Yes,No,No,Yes,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.65,555.03,No
CUST-00601,Male,0,Yes,Yes,20,Yes,No,DSL,No,No internet service,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),79.94,1620.55,No
CUST-00602,Female,1,No,No,21,Yes,No,No,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,No,Mailed check,38.15,778.37,Yes
CUST-00603,Female,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),44.51,359.81,Yes
CUST-00604,Female,1,Yes,Yes,8,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),93.3,743.55,No
CUST-00605,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),116.74,8395.92,No
CUST-00606,Male,0,No,No,26,Yes,No,No,Yes,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),78.08,2040.41,No
CUST-00607,Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),103.91,1645.18,No
CUST-00608,Female,0,No,Yes,43,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),18.9,809.2,No
CUST-00609,Male,0,No,No,44,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,21.7,964.81,No
CUST-00610,Female,0,No,No,7,Yes,Yes,DSL,No,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),78.27,556.76,Yes
CUST-00611,Male,0,No,No,17,Yes,No,DSL,No internet service,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),57.29,979.89,No
CUST-00612,Male,0,No,No,32,No,Yes,Fiber optic,No,No internet service,No,Yes,No,No,One year,No,Credit card (automatic),107.87,3453.57,No
CUST-00613,Female,0,Yes,Yes,0,Yes,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,48.5, ,No
CUST-00614,Female,1,No,No,5,Yes,Yes,DSL,Yes,No,No,No internet service,No,Yes,Two year,No,Electronic check,61.64,303.5,No
CUST-00615,Female,0,No,No,40,Yes,No,DSL,No internet service,No,No,Yes,No,No internet service,Two year,Yes,Mailed check,71.32,2843.09,No
CUST-00616,Female,0,No,No,54,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),45.58,2469.45,No
CUST-00617,Female,0,Yes,No,4,Yes,No,DSL,No internet service,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),109.76,441.15,Yes
CUST-00618,Female,0,No,No,58,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),64.92,3773.79,No
CUST-00619,Female,1,Yes,No,17,Yes,No phone service,No,No internet service,No internet service,No,No,No,No internet service,One year,Yes,Bank transfer (automatic),60.84,1026.47,Yes
CUST-00620,Male,0,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,103.83,4975.81,Yes
CUST-00621,Female,1,Yes,Yes,64,Yes,Yes,No,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),49.51,3173.61,No
CUST-00622,Female,0,Yes,Yes,53,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,100.56,5306.91,No
CUST-00623,Female,0,Yes,No,60,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.35,1795.71,No
CUST-00624,Male,0,Yes,No,7,Yes,Yes,No,Yes,No,No,Yes,No,No internet service,One year,No,Mailed check,36.46,265.35,No
CUST-00625,Male,0,Yes,No,2,Yes,Yes,DSL,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),114.04,221.01,No
CUST-00626,Male,1,Yes,Yes,24,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,No,Mailed check,103.09,2476.09,No
CUST-00627,Female,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),57.18,3892.04,No
CUST-00628,Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),82.48,4464.27,No
CUST-00629,Female,0,Yes,Yes,39,Yes,Yes,No,Yes,No internet service,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),113.24,4411.96,No
CUST-00630,Female,0,No,No,49,Yes,No,DSL,No internet service,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,39.4,1926.75,No
CUST-00631,Male,1,No,No,32,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,23.96,760.57,No
CUST-00632,Female,1,No,No,17,Yes,No phone service,No,No internet service,No,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),72.28,1234.97,No
CUST-00633,Male,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,32.4,1821.05,No
CUST-00634,Male,0,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),36.92,566.58,Yes
CUST-00635,Male,1,No,Yes,37,No,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,No,Electronic check,108.05,3985.38,Yes
CUST-00636,Male,0,No,No,40,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),18.75,772.34,Yes
CUST-00637,Female,0,No,Yes,6,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),100.5,599.88,No
CUST-00638,Male,0,No,No,52,No,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Electronic check,70.21,3650.44,No
CUST-00639,Male,0,Yes,No,62,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),74.49,4620.01,No
CUST-00640,Female,0,No,No,31,Yes,No,DSL,No internet service,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.85,2652.24,Yes
CUST-00641,Female,0,Yes,Yes,37,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),61.58,2274.34,No
CUST-00642,Male,0,No,No,21,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),29.68,637.89,No
CUST-00643,Male,0,No,No,15,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),28.38,440.46,No
CUST-00644,Male,0,Yes,No,51,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),94.19,4805.74,No
CUST-00645,Male,0,Yes,No,28,Yes,No,No,No,No,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),40.32,1139.4,No
CUST-00646,Female,0,No,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,Yes,One year,Yes,Mailed check,20.84,316.71,No
CUST-00647,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,116.94,1870.47,No
CUST-00648,Female,0,Yes,No,63,Yes,No,DSL,No,No,No,Yes,No internet service,No,One year,Yes,Mailed check,117.02,7364.72,No
CUST-00649,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,56.19,665.67,Yes
CUST-00650,Female,0,No,No,71,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,20.58,1453.6,No
CUST-00651,Male,0,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,91.45,5045.9,Yes
CUST-00652,Male,0,Yes,No,4,No,No,No,No,No internet service,No,No,No,Yes,One year,No,Credit card (automatic),101.93,416.45,No
CUST-00653,Female,0,Yes,No,11,Yes,No,DSL,No,No internet service,No internet service,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),30.63,351.34,No
CUST-00654,Male,0,No,No,40,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,31.68,1271.2,No
CUST-00655,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,101.04,193.28,Yes
CUST-00656,Female,0,Yes,Yes,32,Yes,Yes,DSL,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,111.11,3561.55,No
CUST-00657,Male,1,Yes,Yes,49,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),97.87,4808.33,No
CUST-00658,Male,0,Yes,No,55,Yes,No,DSL,No internet service,No,Yes,Yes,No,No internet service,One year,No,Credit card (automatic),38.28,2111.8,No
CUST-00659,Female,0,No,Yes,8,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No,One year,No,Bank transfer (automatic),59.56,463.31,No
CUST-00660,Female,0,Yes,Yes,49,Yes,No,No,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),78.69,3841.07,No
CUST-00661,Female,1,Yes,No,28,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,No,Two year,Yes,Credit card (automatic),34.19,963.68,No
CUST-00662,Male,1,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,39.27,1489.13,No
CUST-00663,Male,0,Yes,No,44,No,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),46.57,2052.2,Yes
CUST-00664,Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),69.46,1104.13,No
