gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure,MonthlyCharges,TotalCharges,avg_monthly_spend,has_support,actual_churn,churn_probability,churn_predicted
0,0,1,1,1,2,1,0,0,2,2,2,1,0,0,2,12,64.02,780.94,65.07833333333333,1,1,0.3726573502887908,0
0,0,0,0,1,0,1,2,0,0,0,2,0,0,0,2,24,86.97,2092.18,87.17416666666666,1,0,0.37237708144189596,0
1,1,1,0,1,0,0,0,2,1,2,0,0,0,0,0,9,114.37,1029.16,114.35111111111112,2,0,0.37194826069474934,0
1,0,0,0,1,1,1,2,2,2,2,2,0,0,0,1,18,38.46,691.77,38.431666666666665,3,1,0.3709862016844029,0
1,1,1,1,1,2,1,2,0,1,0,0,1,0,1,2,16,86.53,1367.11,85.444375,1,1,0.3701892063199667,0
0,0,0,0,1,2,1,0,2,1,1,0,2,0,1,1,20,110.55,2215.55,110.7775,1,1,0.36981468549330887,0
1,0,1,0,1,0,0,2,1,0,1,0,0,0,1,1,25,104.08,2608.68,104.34719999999999,1,0,0.36922633707295277,0
0,0,1,1,1,1,0,2,0,1,0,0,0,0,1,0,17,38.7,640.23,37.66058823529412,1,0,0.3691165099629198,0
0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,14,112.09,1577.6,112.68571428571428,1,0,0.36833609197632416,0
1,0,0,1,1,1,1,0,2,2,1,0,1,0,1,1,15,47.87,714.01,47.60066666666667,1,1,0.36803211407561937,0
0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,13,114.21,1487.79,114.44538461538461,0,0,0.3675795478564208,0
0,1,0,0,1,2,0,0,2,2,0,0,0,0,0,1,16,46.22,732.83,45.801875,1,0,0.3675482939720788,0
1,0,0,0,0,0,0,0,0,2,1,2,2,0,0,1,25,113.92,2833.06,113.3224,0,0,0.3674331455968095,0
0,0,1,0,1,0,2,0,0,2,1,0,0,0,1,3,29,30.73,897.11,30.934827586206897,0,0,0.3673604165179304,0
0,0,0,0,1,2,1,1,1,2,2,2,2,0,0,0,28,49.84,1396.31,49.86821428571428,1,0,0.3669345351450043,0
1,1,1,1,1,0,1,0,2,0,1,0,2,0,0,1,14,24.37,343.99,24.570714285714285,1,0,0.36690799680664915,0
0,0,1,1,1,0,0,0,0,2,2,1,0,0,1,0,20,31.62,635.81,31.790499999999998,1,0,0.36657793558314394,0
1,0,0,1,1,2,0,1,0,2,1,0,0,0,1,2,23,110.76,2554.61,111.07000000000001,0,0,0.36608944770802015,0
0,0,0,0,1,1,2,1,2,2,0,2,0,0,1,2,21,71.18,1517.79,72.27571428571429,1,0,0.3655038753733575,0
1,0,0,0,1,0,0,0,2,0,0,1,2,0,0,0,18,38.86,701.3,38.96111111111111,1,1,0.36500751811256077,0
1,0,1,1,1,0,0,2,0,1,0,1,1,0,1,3,19,108.58,2065.8,108.72631578947369,1,0,0.3644748344936805,0
1,0,0,0,1,0,1,0,0,0,1,2,1,0,0,1,28,51.64,1460.86,52.17357142857143,0,1,0.36439820166844855,0
0,0,0,0,0,0,0,0,2,2,0,1,2,0,0,1,20,37.57,755.54,37.777,1,0,0.3640405078318224,0
1,0,1,0,1,2,1,2,1,2,0,2,0,0,1,2,19,86.05,1628.65,85.71842105263158,1,0,0.36360242076342186,0
1,0,0,0,1,0,1,2,1,2,1,2,0,0,1,1,30,91.29,2726.37,90.87899999999999,1,0,0.3632684904538151,0
1,0,1,0,0,2,1,1,0,0,0,0,0,0,1,1,22,55.23,1224.51,55.65954545454545,0,0,0.3632599052593972,0
1,0,1,0,1,1,0,0,2,0,2,2,0,0,1,3,20,72.19,1442.33,72.1165,2,1,0.3630195245319741,0
1,0,0,0,1,0,2,1,0,0,0,2,1,0,0,3,26,109.34,2845.5,109.4423076923077,0,0,0.36241743405311094,0
1,0,1,0,0,2,2,0,1,0,0,0,1,0,1,2,21,18.66,399.89,19.042380952380952,0,0,0.3623004519590385,0
0,0,1,0,1,2,1,0,2,0,2,0,2,0,1,1,20,60.57,1209.49,60.4745,2,0,0.3615178139272004,0
1,0,0,0,1,0,1,0,0,0,1,2,2,0,0,0,25,115.61,2892.71,115.7084,0,0,0.3609148141198672,0
0,1,0,0,1,0,0,0,1,0,2,1,2,0,1,1,38,79.03,2983.15,78.50394736842105,1,0,0.36029938459223015,0
1,0,1,0,1,2,0,0,2,0,1,1,0,0,1,2,20,47.12,941.27,47.0635,1,1,0.3602657815407515,0
0,0,1,0,1,2,0,1,1,0,2,2,1,0,1,3,32,98.03,3138.64,98.0825,1,0,0.3601743495907974,0
0,0,0,0,1,2,0,0,0,1,1,1,1,0,1,1,31,98.4,3042.6,98.14838709677419,0,0,0.35986802680165425,0
1,0,1,0,0,0,1,0,0,0,1,0,2,0,0,2,23,106.72,2444.12,106.26608695652173,0,0,0.35980007100486255,0
0,0,1,0,1,2,2,2,2,2,0,0,0,0,1,1,12,84.44,1013.28,84.44,2,0,0.3597722192496564,0
0,0,1,1,1,0,1,0,1,2,2,2,0,0,1,3,20,89.09,1775.94,88.797,1,0,0.3596086792538283,0
1,0,0,1,1,1,1,0,2,1,1,1,1,0,0,2,10,107.71,1076.95,107.69500000000001,1,1,0.35948857032656933,0
1,0,1,0,1,2,0,0,2,2,2,0,2,0,1,1,16,108.14,1742.64,108.915,2,0,0.35813930661078375,0
0,0,1,1,1,2,0,0,0,0,2,0,0,0,1,1,19,70.71,1343.2,70.69473684210527,1,0,0.35762078286345095,0
0,0,0,0,0,0,1,0,2,1,2,0,0,0,1,0,24,44.64,1054.26,43.9275,2,1,0.35743853253479607,0
0,0,0,0,1,2,1,2,2,0,0,0,0,0,1,3,21,117.75,2484.02,118.28666666666666,2,1,0.3568371012951099,0
0,0,1,0,1,0,2,0,2,2,0,0,1,0,0,2,14,43.21,610.0,43.57142857142857,1,1,0.3567712740207158,0
0,0,0,0,1,2,2,0,0,0,1,0,2,0,0,0,27,55.84,1508.02,55.85259259259259,0,0,0.35650162425704984,0
1,0,1,0,0,2,1,0,1,1,2,0,1,0,0,3,19,97.68,1844.5,97.07894736842105,1,1,0.3563140003921439,0
0,1,1,0,1,2,1,0,2,0,0,1,0,0,1,3,17,104.83,1779.6,104.68235294117646,1,1,0.3563044202303362,0
1,0,1,0,1,0,0,0,0,2,0,2,1,0,1,0,21,98.19,2070.79,98.60904761904762,0,0,0.3561871713719458,0
0,1,0,0,1,0,1,1,0,1,1,2,0,0,1,2,41,90.2,3698.31,90.20268292682927,0,1,0.3556930361280881,0
0,0,0,0,1,2,1,2,0,2,0,0,0,0,1,1,26,111.54,2878.48,110.71076923076923,1,1,0.35379359408804417,0
0,0,0,1,1,0,2,1,1,2,1,2,2,0,0,3,27,113.95,3083.59,114.20703703703704,0,1,0.3528260912353806,0
0,0,1,1,0,0,2,0,2,1,0,1,2,0,1,2,14,44.72,635.13,45.36642857142857,1,0,0.35241149234237507,0
1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,3,23,81.57,1874.73,81.51,0,1,0.35229576767092075,0
1,0,1,0,1,0,1,0,2,0,1,2,2,0,0,2,20,75.02,1496.75,74.8375,1,1,0.35228925684227497,0
0,0,1,0,1,0,1,1,2,0,0,1,0,0,1,0,21,59.06,1246.63,59.36333333333334,1,0,0.3514143168344944,0
1,0,0,0,0,0,1,0,0,2,0,2,2,0,1,1,27,117.57,3181.4,117.82962962962964,0,0,0.35137347719380835,0
0,0,0,0,1,0,1,0,0,2,1,1,2,0,0,3,35,77.08,2700.1,77.14571428571428,0,0,0.3512950967237562,0
1,0,1,1,1,0,0,0,2,0,1,2,1,0,1,1,20,18.34,366.38,18.319,1,0,0.35097190039196435,0
0,1,1,0,1,2,2,0,0,2,0,1,2,0,1,1,24,100.27,2410.43,100.43458333333332,0,1,0.3507705698695245,0
0,0,0,0,1,0,0,2,2,0,2,1,0,0,0,0,23,97.76,2248.03,97.7404347826087,3,0,0.3507697206115772,0
1,0,1,0,0,0,0,0,2,0,0,1,2,0,1,3,24,52.59,1260.21,52.50875,1,0,0.35067347516452096,0
1,0,1,1,1,2,0,0,1,2,0,0,2,0,0,1,12,61.3,729.44,60.78666666666667,0,0,0.3501753508890512,0
0,1,0,0,1,2,1,2,2,1,0,0,2,0,0,1,21,107.09,2247.39,107.01857142857142,2,1,0.35004536483885107,0
0,0,0,0,1,0,0,1,2,1,1,2,1,0,1,2,35,89.2,3131.2,89.46285714285713,1,0,0.3498196893207606,0
1,1,1,1,0,2,0,0,0,2,2,0,2,0,1,1,23,73.7,1707.05,74.2195652173913,1,1,0.3494872513424504,0
1,0,1,0,1,0,0,0,2,0,0,1,0,0,1,3,20,82.78,1642.78,82.139,1,0,0.34908255844889613,0
0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,1,27,79.67,2137.06,79.15037037037037,0,0,0.34894997614329365,0
1,0,1,1,1,2,0,0,0,0,2,2,0,0,0,1,12,106.55,1283.62,106.96833333333332,1,0,0.34880859467232445,0
0,0,0,1,1,2,0,1,0,0,2,2,0,0,1,0,28,85.71,2408.74,86.02642857142857,1,0,0.3487502159423995,0
1,0,0,0,0,0,1,1,1,2,0,1,2,0,1,3,38,42.18,1612.13,42.42447368421053,0,0,0.34869345517567923,0
1,0,0,0,1,0,0,0,1,0,2,0,0,0,1,3,37,55.23,2050.41,55.416486486486484,1,1,0.3485360701707483,0
0,0,0,0,1,2,2,2,2,2,1,1,2,0,0,1,24,68.45,1645.35,68.55624999999999,2,0,0.3483817508598988,0
1,1,0,1,1,2,1,1,2,2,0,2,0,0,0,3,14,94.97,1327.18,94.79857142857144,1,1,0.3480538559738594,0
0,0,0,0,1,2,1,0,0,2,0,0,2,0,1,1,30,75.81,2279.27,75.97566666666667,0,1,0.34698089165696505,0
1,0,1,0,1,0,0,0,2,0,0,1,2,0,0,3,19,81.25,1533.32,80.70105263157895,1,0,0.34697699937408727,0
1,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,19,88.28,1669.01,87.84263157894736,1,1,0.34671996286579865,0
0,0,1,0,1,2,1,2,0,0,2,2,2,0,1,0,31,88.93,2757.35,88.94677419354838,2,0,0.34633720158546266,0
0,0,1,0,1,0,0,0,0,1,2,2,2,0,1,2,39,18.43,732.39,18.779230769230768,1,0,0.3451584995086656,0
0,0,0,0,1,2,0,2,1,0,0,0,0,0,1,1,30,107.49,3219.31,107.31033333333333,1,0,0.34417590549471955,0
1,0,1,1,1,0,1,0,1,0,0,1,2,0,0,3,20,44.64,894.25,44.7125,0,1,0.34399648594575005,0
0,0,0,0,1,2,2,2,0,0,0,2,0,0,0,1,24,102.39,2448.36,102.015,1,0,0.34305638605049893,0
0,0,0,0,1,2,1,0,0,0,0,2,1,0,0,2,30,34.2,1020.43,34.01433333333333,0,0,0.34219209627664493,0
0,0,1,0,1,1,0,0,2,0,2,0,2,0,1,2,26,109.29,2851.1,109.6576923076923,2,1,0.3417275602791096,0
1,0,0,0,1,2,2,1,0,0,0,0,2,0,0,2,28,107.83,3009.16,107.47,0,1,0.3415836712326346,0
1,0,1,0,1,1,1,0,2,1,0,1,0,0,1,2,16,94.65,1517.06,94.81625,1,0,0.34106609468980437,0
0,0,0,0,1,2,2,1,0,0,0,0,1,0,0,0,26,98.62,2589.07,99.5796153846154,0,1,0.34021579443345773,0
1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2,31,84.55,2625.63,84.69774193548388,0,0,0.34007830208426076,0
0,0,0,1,1,1,1,1,0,0,2,1,0,0,1,2,36,32.33,1153.06,32.029444444444444,1,0,0.3397862501148816,0
1,0,0,0,1,1,1,0,1,1,2,0,2,0,1,2,39,26.04,1005.12,25.77230769230769,1,1,0.33887051539860086,0
0,0,1,1,1,0,0,2,1,0,1,0,1,0,1,3,36,25.81,926.38,25.732777777777777,1,0,0.33857256784945694,0
0,0,1,0,1,0,1,2,1,2,1,2,0,0,1,0,31,94.47,2941.15,94.8758064516129,1,1,0.33852991620792083,0
1,0,1,0,1,0,1,1,1,0,2,2,0,0,1,2,33,109.59,3618.82,109.66121212121213,1,0,0.3380855411399164,0
1,0,1,0,1,1,1,2,0,2,0,2,1,0,1,3,33,46.09,1511.15,45.79242424242425,1,0,0.33785710413399994,0
1,1,0,1,0,0,2,1,1,0,0,1,2,0,0,2,29,54.59,1592.65,54.91896551724138,0,1,0.3374836673111469,0
0,1,1,0,1,1,0,1,2,0,0,1,0,0,0,3,27,57.47,1544.71,57.211481481481485,1,0,0.33732299852999015,0
0,0,1,0,1,2,0,1,2,2,0,0,2,0,0,0,19,77.69,1487.41,78.28473684210526,1,0,0.33708254608890864,0
0,0,0,0,1,0,0,2,0,0,2,2,0,0,0,3,40,75.23,3005.26,75.1315,2,1,0.33703316016655266,0
1,0,1,0,0,0,1,2,1,0,2,0,1,0,1,0,31,86.56,2667.81,86.0583870967742,2,0,0.3365952845170378,0
1,0,0,0,1,2,1,0,0,0,0,0,2,0,0,1,25,106.5,2654.81,106.19239999999999,0,1,0.3363759899128996,0
1,0,0,1,1,1,2,0,2,2,2,0,2,0,1,2,19,110.02,2087.02,109.84315789473685,2,0,0.33634965800973743,0
1,0,1,0,1,2,1,0,0,2,0,1,0,0,0,3,23,42.85,985.78,42.86,0,0,0.3362927571839148,0
1,0,1,0,1,2,2,0,0,1,2,2,2,0,1,1,32,21.76,689.54,21.548125,1,0,0.3361860637727183,0
0,0,0,0,1,0,1,2,0,2,2,1,0,0,0,2,39,18.32,706.2,18.107692307692307,2,0,0.3361711242963399,0
0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,31,95.04,2962.74,95.57225806451612,0,1,0.33578369730006824,0
1,0,0,0,1,0,1,0,2,2,2,0,0,0,0,2,23,88.58,2028.97,88.21608695652174,2,1,0.33506440610327937,0
0,0,1,0,1,2,0,2,2,1,0,2,0,0,0,2,20,60.56,1200.86,60.04299999999999,2,0,0.3350055042939737,0
0,1,0,0,1,2,1,1,2,2,2,2,2,0,1,0,35,78.56,2727.31,77.92314285714285,2,1,0.3341673399962983,0
0,0,1,0,1,2,2,0,0,0,0,2,0,0,1,2,25,96.19,2403.59,96.1436,0,1,0.3339180914629908,0
1,0,1,0,1,0,0,0,0,1,0,0,2,0,1,2,35,36.29,1252.33,35.780857142857144,0,1,0.33339279873009714,0
0,0,1,0,1,2,1,0,1,2,0,0,0,0,1,0,23,70.04,1615.42,70.23565217391305,0,1,0.3330218660213523,0
0,0,1,0,1,0,1,2,2,2,0,1,0,0,0,1,22,26.64,592.25,26.920454545454547,2,1,0.3324628992054459,0
0,0,0,0,1,0,1,1,1,2,0,0,2,0,1,0,38,77.22,2946.53,77.54026315789474,0,0,0.33229567675126764,0
0,1,0,1,1,0,1,0,0,1,2,0,1,0,1,1,33,112.77,3715.17,112.58090909090909,1,0,0.33176616652236685,0
0,0,1,1,1,0,1,1,1,0,2,1,2,0,1,2,32,115.94,3704.86,115.776875,1,0,0.3315546519882348,0
1,0,1,0,1,0,0,0,2,1,0,2,0,0,0,3,22,36.95,814.49,37.02227272727273,1,0,0.33125596299293036,0
0,0,1,0,1,0,1,0,2,0,1,2,1,0,1,2,31,60.73,1888.88,60.93161290322581,1,1,0.3307058262628926,0
0,0,0,1,1,2,1,1,0,0,0,0,2,0,0,3,28,112.08,3154.67,112.66678571428572,0,0,0.3306851851155632,0
0,0,1,0,0,2,0,2,1,0,1,2,2,0,0,2,34,87.77,2991.15,87.97500000000001,1,1,0.32933921566404184,0
0,0,0,0,1,2,2,2,0,1,2,0,1,0,1,1,39,67.1,2599.18,66.64564102564103,2,1,0.32929700282114066,0
1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,34,37.32,1270.75,37.375,0,0,0.329091302275312,0
1,1,0,1,0,2,1,0,0,1,1,0,0,0,1,2,30,90.84,2740.66,91.35533333333333,0,0,0.3290572645202218,0
1,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,35,65.69,2288.66,65.39028571428571,1,0,0.32897060906908593,0
1,1,1,0,1,0,0,0,0,2,2,2,2,0,0,1,33,96.86,3190.47,96.68090909090908,1,0,0.32856624596542816,0
0,0,0,0,1,2,2,0,2,1,1,0,2,0,0,3,30,56.68,1708.04,56.934666666666665,1,0,0.3282821332980544,0
1,0,0,0,1,0,1,1,0,1,1,1,2,0,1,3,50,37.63,1893.47,37.8694,0,1,0.32714474723969705,0
1,1,1,0,1,0,0,0,2,2,0,0,2,0,1,1,27,83.69,2257.57,83.6137037037037,1,0,0.32698016651885203,0
1,1,0,0,1,1,1,1,0,0,0,2,0,0,1,0,37,93.5,3468.17,93.73432432432432,0,0,0.3267039651704242,0
0,0,0,0,1,2,2,0,1,2,1,2,0,0,0,1,32,32.28,1044.21,32.6315625,0,1,0.3260505225778905,0
0,0,0,0,1,2,1,1,1,1,2,0,1,0,1,1,42,57.97,2422.04,57.66761904761905,1,1,0.3259905537130904,0
1,1,0,0,1,1,0,2,2,0,0,0,0,0,1,0,33,30.98,1028.46,31.165454545454548,2,0,0.3255093238176098,0
1,0,1,0,1,0,0,0,2,0,1,0,0,0,0,1,24,59.41,1436.52,59.855,1,0,0.32503266751557264,0
1,0,1,0,1,0,1,2,0,2,2,0,2,0,1,1,37,99.72,3665.56,99.06918918918919,2,1,0.324893405944892,0
0,1,1,1,1,0,2,2,2,2,0,1,1,0,1,1,22,61.82,1377.27,62.60318181818182,2,1,0.32473225166620323,0
1,0,0,0,1,0,1,2,0,0,0,1,2,0,0,2,36,97.26,3497.21,97.14472222222223,1,0,0.3246616645954929,0
0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,35,34.53,1216.17,34.74771428571429,0,1,0.3245600873557282,0
0,0,0,0,1,2,0,2,1,2,1,1,0,0,0,2,36,97.89,3526.69,97.9636111111111,1,1,0.32450145591051743,0
0,1,0,0,1,2,1,0,2,0,0,1,2,0,1,2,34,62.06,2111.0,62.088235294117645,1,0,0.32424150971587523,0
0,0,0,1,1,2,0,2,0,0,0,2,2,0,0,1,31,43.32,1348.9,43.512903225806454,1,0,0.32413371984764877,0
1,0,1,0,1,0,0,0,2,1,2,2,0,0,1,2,30,49.42,1478.25,49.275,2,1,0.3240692553099521,0
1,1,0,1,1,2,2,0,1,2,0,1,2,0,1,2,29,64.54,1876.98,64.72344827586207,0,1,0.32385227615792433,0
1,1,1,0,1,2,2,0,1,1,0,1,2,0,0,0,26,34.92,881.28,33.895384615384614,0,0,0.3234347152504029,0
0,0,1,0,1,1,1,0,1,2,2,2,2,0,0,3,34,71.24,2405.39,70.74676470588236,1,0,0.3230232311716,0
1,0,0,0,1,2,1,2,0,2,0,0,0,0,0,2,33,27.48,912.6,27.654545454545456,1,0,0.3230101316721266,0
0,0,1,0,1,1,0,0,2,2,2,1,2,0,1,1,28,113.35,3168.36,113.1557142857143,2,0,0.3229056074106098,0
1,0,0,0,1,0,1,0,2,2,1,1,2,0,0,2,33,38.35,1263.86,38.29878787878788,1,0,0.322520309945751,0
0,0,1,0,1,0,2,1,2,1,0,0,0,0,0,0,18,105.92,1907.05,105.94722222222222,1,0,0.32236862040417846,0
1,0,0,0,1,1,0,0,2,2,1,0,2,0,1,2,38,33.38,1263.38,33.24684210526316,1,0,0.32162740804396556,0
0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,38,89.66,3394.6,89.33157894736841,0,0,0.3215151632411228,0
1,0,1,1,1,0,1,2,0,1,0,0,2,0,1,0,29,40.22,1168.5,40.293103448275865,1,0,0.3213501622755952,0
0,0,1,0,1,0,0,1,2,2,2,0,1,0,1,2,36,77.05,2787.28,77.42444444444445,2,1,0.3213372496420638,0
0,0,0,0,1,0,0,0,2,1,0,0,1,0,1,0,31,64.56,2006.29,64.71903225806452,1,0,0.3212945554167063,0
0,0,0,0,1,2,2,0,1,0,1,2,1,0,0,0,31,90.58,2807.71,90.57129032258065,0,0,0.32114792765219696,0
1,1,0,0,1,0,1,0,0,1,0,0,2,0,1,3,46,23.01,1056.15,22.959782608695654,0,0,0.32097501214010377,0
0,0,0,0,1,0,0,2,2,2,2,0,1,0,1,1,38,81.62,3106.71,81.75552631578948,3,0,0.3208911539941027,0
1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,39,57.0,2212.75,56.73717948717949,0,0,0.320873009400214,0
1,0,0,0,1,0,2,0,0,0,1,0,0,0,1,3,44,22.61,982.95,22.339772727272727,0,1,0.3208180210232294,0
1,1,1,1,1,2,0,0,0,2,0,2,2,0,1,0,26,66.12,1729.39,66.515,0,0,0.3199063454533822,0
0,1,1,1,1,0,2,2,0,0,0,2,0,0,0,2,25,100.36,2508.15,100.32600000000001,1,1,0.318983774208193,0
1,0,1,0,1,0,1,1,0,0,2,1,1,0,1,2,41,97.47,3986.21,97.22463414634146,1,0,0.3189631094747827,0
1,0,1,0,1,0,1,2,0,1,0,1,0,0,1,1,34,60.2,2048.42,60.24764705882353,1,0,0.3189097163304701,0
1,0,1,1,1,2,2,0,2,2,0,0,0,0,0,2,9,51.8,477.07,53.007777777777775,1,1,0.31830015335354117,0
0,0,1,0,1,0,1,0,2,1,2,1,2,0,1,3,36,55.02,1978.05,54.94583333333333,2,0,0.3182648236436823,0
0,0,0,0,1,2,0,1,1,2,0,2,2,0,1,3,47,29.54,1382.57,29.4163829787234,0,0,0.31802265462468693,0
0,0,0,1,1,2,0,1,0,2,0,2,2,0,1,0,34,81.66,2768.2,81.41764705882352,0,0,0.31775627937545875,0
0,0,0,0,1,1,1,1,2,0,0,2,0,0,1,3,35,98.0,3441.12,98.31771428571429,1,0,0.31763407258006093,0
0,0,1,0,1,2,0,1,0,2,1,2,0,0,1,1,40,69.05,2769.76,69.244,0,0,0.3175186591420073,0
1,0,1,0,1,0,0,0,1,1,0,0,2,0,1,0,33,72.1,2380.96,72.15030303030304,0,0,0.316745211238509,0
1,0,1,0,1,2,1,0,0,2,2,1,2,0,1,3,38,69.19,2620.21,68.95289473684211,1,0,0.31641966742945615,0
0,1,0,0,1,2,2,0,0,2,2,1,0,0,1,3,44,49.3,2176.2,49.459090909090904,1,0,0.3158490143458546,0
1,0,1,0,1,0,2,0,1,0,2,0,2,0,1,1,34,115.87,3923.87,115.40794117647059,1,0,0.3153537636002976,0
0,0,0,1,1,2,0,0,2,0,2,0,1,0,1,0,26,79.73,2062.23,79.31653846153846,2,0,0.31535336272574405,0
1,1,0,1,1,1,1,1,1,0,2,1,2,0,1,3,45,60.7,2719.49,60.4331111111111,1,0,0.31461172557321276,0
1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,2,37,83.37,3099.82,83.77891891891892,0,0,0.3143288303606599,0
1,0,1,0,0,0,1,0,0,0,2,1,2,0,0,2,37,42.92,1604.86,43.37459459459459,1,1,0.31367545026706306,0
1,0,0,0,1,1,2,1,0,1,2,2,0,0,1,2,43,87.54,3763.67,87.52720930232559,1,0,0.31302896847526235,0
0,0,1,0,0,2,0,0,0,0,0,0,2,0,1,2,36,90.17,3253.59,90.3775,0,0,0.31238405318721674,0
0,0,0,0,1,2,1,2,2,2,0,2,0,0,1,1,29,104.68,3034.18,104.62689655172413,2,1,0.31234192160310076,0
1,0,1,0,1,0,0,1,0,0,2,1,2,0,0,3,44,70.59,3113.99,70.7725,1,1,0.31133597518685946,0
1,0,1,0,1,0,1,1,2,1,0,1,0,0,1,1,29,71.31,2078.56,71.67448275862068,1,1,0.31117262920455685,0
1,0,1,0,1,0,0,0,0,1,1,2,2,0,1,1,44,31.94,1412.58,32.10409090909091,0,0,0.31028767556591247,0
1,0,1,1,1,1,2,0,0,1,0,2,2,0,1,1,28,36.6,1020.68,36.45285714285714,0,0,0.31004245854812745,0
1,0,1,1,1,0,1,0,0,2,0,0,2,0,1,0,27,65.13,1779.54,65.90888888888888,0,0,0.30966831900812625,0
0,0,0,0,1,2,0,2,2,2,0,0,0,0,1,3,34,105.45,3598.09,105.82617647058824,2,0,0.30962500843927526,0
0,0,0,0,1,2,1,0,2,2,0,0,0,0,0,1,23,89.27,2041.22,88.74869565217391,1,0,0.30850824694136897,0
0,0,0,0,1,2,0,0,2,1,2,2,2,0,1,2,39,89.6,3507.4,89.93333333333334,2,0,0.3072984598577027,0
0,0,0,1,1,1,1,0,0,0,2,2,2,0,1,0,39,50.42,1959.52,50.24410256410256,1,0,0.30711686607203814,0
1,0,0,0,1,2,1,0,0,2,0,2,2,0,0,0,34,38.11,1289.02,37.91235294117647,0,0,0.3065438312840093,0
1,0,1,0,1,0,1,0,0,2,2,0,0,0,0,0,31,67.85,2101.78,67.79935483870969,1,0,0.3061167840354524,0
1,1,1,0,1,0,2,2,2,0,1,2,1,0,0,1,35,34.3,1204.75,34.42142857142857,2,1,0.3038467504465997,0
0,0,0,0,1,2,1,0,1,1,1,1,2,0,1,3,49,51.05,2519.18,51.41183673469387,0,0,0.30367483148396046,0
1,0,0,0,1,0,0,0,1,2,1,0,2,0,1,2,50,38.61,1931.88,38.6376,0,1,0.3032552671702208,0
1,1,0,1,1,0,1,1,1,1,0,2,1,0,0,0,31,117.27,3637.83,117.34935483870967,0,0,0.3030658739221426,0
1,0,0,0,1,0,0,2,0,2,2,2,0,0,0,0,42,54.68,2300.1,54.76428571428571,2,1,0.30256534612595304,0
0,0,1,0,0,0,2,0,1,2,0,2,2,0,0,0,29,87.39,2526.77,87.13,0,0,0.3023430103017384,0
0,0,0,0,1,2,0,2,0,2,2,0,1,0,1,0,45,100.34,4521.26,100.47244444444445,2,0,0.30232959954798755,0
1,0,1,1,1,2,2,2,0,0,1,2,1,0,0,2,28,100.65,2810.08,100.36,1,0,0.3022174155448291,0
0,0,0,0,1,0,0,2,0,0,0,2,1,0,1,1,48,74.05,3537.72,73.7025,1,0,0.30219496731892675,0
0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,2,30,104.09,3114.08,103.80266666666667,0,0,0.3018615598519138,0
1,0,0,0,1,2,1,0,2,0,0,2,0,0,0,3,28,73.87,2057.33,73.47607142857143,1,1,0.3018318816717497,0
1,0,0,0,1,1,0,0,0,2,1,0,2,0,0,0,42,47.49,1979.66,47.13476190476191,0,1,0.301783919861637,0
0,1,0,1,1,0,2,1,0,0,0,2,0,0,1,2,41,93.8,3860.82,94.16634146341464,0,1,0.30166941627704685,0
0,0,1,0,1,2,1,0,0,2,0,1,2,0,0,0,30,79.82,2393.44,79.78133333333334,0,0,0.3006755583517124,0
1,0,0,1,1,0,0,0,0,1,0,2,2,0,0,0,30,95.32,2867.53,95.58433333333333,0,1,0.30052974129298604,0
0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,48,58.43,2784.45,58.009375,0,0,0.30019952479262674,0
1,0,1,0,1,2,1,0,0,2,1,2,0,0,1,3,41,46.01,1890.83,46.11780487804878,0,0,0.2998436431833901,0
1,0,1,0,1,0,2,0,2,0,0,0,2,0,1,2,29,109.45,3194.34,110.1496551724138,1,1,0.29968294370403636,0
0,0,0,0,1,2,0,1,2,2,0,0,2,0,0,2,37,66.43,2466.07,66.65054054054055,1,1,0.29927844261668907,0
0,0,0,1,1,2,1,2,0,1,2,1,1,0,0,1,35,87.93,3092.82,88.36628571428572,2,0,0.299030478507206,0
1,1,0,0,1,2,1,0,2,0,1,0,0,0,0,1,34,54.63,1855.91,54.58558823529412,1,1,0.29901540981908514,0
0,1,0,0,1,2,1,0,0,0,0,2,1,0,1,2,47,51.01,2390.45,50.860638297872335,0,0,0.29836029573228035,0
0,0,0,0,1,2,0,0,2,0,0,2,2,0,1,1,37,80.12,2972.3,80.33243243243244,1,0,0.29749326788717395,0
0,0,1,1,1,0,1,0,2,2,0,2,2,0,1,0,25,60.12,1505.13,60.205200000000005,1,0,0.2974352633696653,0
